,id,reviews_per_month,demand,price,longitude,latitude,bedrooms,beds,room_type,amenities,property_type,review_scores_rating,calculated_host_listings_count,accommodates,annual_return,price_per_bedroom
34,160288,3.52,0.6416666666666666,142.75,-118.61773,34.09619,1.0,2.0,Entire home/apt,"[""Heating"", ""Garden or backyard"", ""Cooking basics"", ""Hot water"", ""Toaster"", ""Stove"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Coffee maker"", ""Wifi"", ""Essentials"", ""Private entrance"", ""Wine glasses"", ""Free parking on premises"", ""Bed linens"", ""Refrigerator""]",Entire cottage,93.0,7,4,0.661928193912885,142.75
35,164889,1.84,0.625,133.25,-118.61616,34.09787,1.0,2.0,Entire home/apt,"[""Heating"", ""Garden or backyard"", ""Cooking basics"", ""Patio or balcony"", ""Hot water"", ""Stove"", ""Kitchen"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Private entrance"", ""Wifi"", ""Essentials"", ""Free parking on premises"", ""Bed linens"", ""Refrigerator"", ""Oven""]",Entire cabin,96.0,7,4,0.6209221796974668,133.25
36,164946,0.43,0.35,45.5,-118.23603,34.04827,1.0,1.0,Private room,"[""Stove"", ""Dryer"", ""Bed linens"", ""Lockbox"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Paid parking off premises"", ""Essentials"", ""Iron"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Shampoo"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Free street parking""]",Private room in hostel,85.0,13,1,0.23464552578822673,45.5
37,165978,0.2,0.125,187.5,-118.346,34.06824,2.0,2.0,Entire home/apt,"[""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""Keypad"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Dishwasher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Cable TV""]",Entire apartment,92.0,3,4,0.2934208128303262,93.75
38,180926,0.46,0.30000000000000004,236.5,-118.89666,34.07263,1.0,3.0,Entire home/apt,"[""Shower gel"", ""Bed linens"", ""Cooking basics"", ""Conditioner"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Oven"", ""Heating"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Freezer"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Pour-over coffee"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Private entrance"", ""Wifi"", ""Free street parking""]",Entire guesthouse,98.0,1,6,0.5667942409331146,236.5
39,185557,0.11,0.7833333333333333,75.0,-118.42193,33.96047,1.0,0.0,Private room,"[""Heating"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""Indoor fireplace"", ""Host greets you"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Free parking on premises"", ""Wifi"", ""Essentials"", ""Smoke alarm"", ""Iron""]",Private room in house,98.0,2,1,0.5030982321851649,75.0
40,187526,1.57,0.14166666666666666,310.0,-118.7569,34.03036,1.0,1.0,Private room,"[""Beachfront"", ""Stove"", ""Dryer"", ""Bed linens"", ""Pool"", ""Luggage dropoff allowed"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Lock on bedroom door"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Host greets you"", ""Dishwasher"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Wifi"", ""Cable TV""]",Private room in house,96.0,5,2,0.42664479679241846,310.0
41,210489,0.17,0.08333333333333333,340.0,-118.39302,34.05455,3.0,5.0,Entire home/apt,"[""Stove"", ""Dryer"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Bathtub"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Indoor fireplace"", ""Host greets you"", ""Dishes and silverware"", ""Dishwasher"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Private entrance"", ""Cable TV""]",Entire townhouse,91.0,2,8,0.32786586477127755,113.33333333333333
42,210855,2.67,0.18333333333333335,68.25,-118.48734,34.02454,1.0,1.0,Private room,"[""Stove"", ""Bed linens"", ""Luggage dropoff allowed"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Rice maker"", ""Iron"", ""Oven"", ""Heating"", ""Hair dryer"", ""Hot water"", ""Dedicated workspace"", ""Paid parking lot off premises"", ""Smoke alarm"", ""Refrigerator"", ""Shampoo"", ""Baking sheet"", ""Host greets you"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Free street parking""]",Private room in apartment,91.0,1,2,0.20794605431018773,68.25
43,212202,1.34,0.6,65.0,-118.12746,33.86693,1.0,1.0,Private room,"[""Bed linens"", ""Bathtub"", ""First aid kit"", ""Hangers"", ""Extra pillows and blankets"", ""Single level home"", ""Essentials"", ""Iron"", ""Heating"", ""Hair dryer"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Host greets you"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Private room in house,99.0,1,2,0.3957535994168034,65.0
44,217971,0.6,0.9000000000000001,182.5,-118.5157,34.02853,1.0,3.0,Entire home/apt,"[""Heating"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Shampoo"", ""Kitchen"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Essentials"", ""TV"", ""Dryer"", ""Smoke alarm"", ""Hot tub"", ""Cable TV""]",Entire house,98.0,3,5,0.843994897029342,182.5
45,229209,1.09,0.0,92.0,-118.42043,34.0513,1.0,1.0,Private room,"[""Stove"", ""Crib"", ""Shower gel"", ""Dryer"", ""Fireplace guards"", ""Bed linens"", ""Children\u2019s books and toys"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Babysitter recommendations"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Indoor fireplace"", ""Dishes and silverware"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Private entrance"", ""Hot tub"", ""Cable TV""]",Private room in house,95.0,1,2,0.04574448696919993,92.0
46,242108,0.1,0.21666666666666667,276.75,-118.19476,33.84565,2.0,3.0,Entire home/apt,"[""Barbecue utensils"", ""Hot water kettle"", ""Stove"", ""Crib"", ""Shower gel"", ""Dryer"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Bathtub"", ""Conditioner"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Rice maker"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""BBQ grill"", ""Portable fans"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Baking sheet"", ""Ceiling fan"", ""Host greets you"", ""Dishwasher"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Entire house,96.0,7,6,0.5104793147439403,138.375
47,253683,0.25,0.3666666666666667,273.5,-118.19557,33.84584,2.0,3.0,Entire home/apt,"[""Barbecue utensils"", ""Hot water kettle"", ""Outlet covers"", ""Stove"", ""Crib"", ""Shower gel"", ""Dryer"", ""Bed linens"", ""Bread maker"", ""Wifi"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Cooking basics"", ""Bathtub"", ""Conditioner"", ""First aid kit"", ""Clothing storage"", ""Hangers"", ""Kitchen"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Essentials"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Baby bath"", ""Garden or backyard"", ""Patio or balcony"", ""Long term stays allowed"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""BBQ grill"", ""Portable fans"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Baking sheet"", ""Ceiling fan"", ""Host greets you"", ""Dishes and silverware"", ""Dishwasher"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""High chair"", ""Private entrance"", ""Cleaning before checkout"", ""Cable TV"", ""Free street parking""]",Entire house,97.0,7,6,0.6949152542372882,136.75
48,254320,1.14,0.8416666666666667,157.75,-118.40809,34.14277,1.0,2.0,Entire home/apt,"[""Stove"", ""Dryer"", ""Bed linens"", ""Pool"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Smoke alarm"", ""Breakfast"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Smart lock"", ""Cable TV"", ""Free street parking""]",Entire guesthouse,99.0,1,3,0.78986695826499,157.75
49,254844,1.51,0.19166666666666665,863.5,-118.42726,34.0884,2.0,0.0,Entire home/apt,"[""Stove"", ""Dryer"", ""Pool"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Indoor fireplace"", ""Host greets you"", ""Dishes and silverware"", ""Dishwasher"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Entire house,92.0,1,4,0.8452706396938218,431.75
50,255701,0.23,0.55,149.25,-118.32366,34.10336,2.0,4.0,Entire home/apt,"[""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""Dedicated workspace"", ""Keypad"", ""TV"", ""Free parking on premises"", ""Smoke alarm"", ""Air conditioning"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Wifi"", ""Cable TV""]",Entire apartment,82.0,6,6,0.6167304537998907,74.625
51,260698,0.05,0.625,500.0,-118.12139,34.16464,3.0,4.0,Entire home/apt,"[""Dryer"", ""Pool"", ""Children\u2019s books and toys"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Iron"", ""Heating"", ""Washer"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Free parking on premises"", ""Smoke alarm"", ""Shampoo"", ""Host greets you"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Wifi"", ""Cable TV""]",Entire house,100.0,1,6,0.9398578458173865,166.66666666666666
52,266975,2.49,0.7916666666666666,221.75,-118.46439,33.99811,1.0,1.0,Entire home/apt,"[""Heating"", ""Bedroom comforts"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Kitchen"", ""Self check-in"", ""Bathroom essentials"", ""TV"", ""Wifi"", ""Dryer"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Fire extinguisher"", ""Iron"", ""Free street parking""]",Entire house,99.0,1,2,0.8578458173865501,221.75
53,278106,0.49,0.15,189.0,-118.46322,33.97871,1.0,3.0,Entire home/apt,"[""Stove"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Hair dryer"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Shampoo"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Wifi"", ""Beach essentials"", ""Cable TV"", ""Free street parking""]",Entire bungalow,93.0,1,3,0.3280481137233461,189.0
54,287339,0.68,0.5583333333333333,1646.5,-118.62307,34.038,3.0,4.0,Entire home/apt,"[""Beachfront"", ""Stove"", ""Dryer"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""Keypad"", ""TV"", ""Coffee maker"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Dishes and silverware"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Hot tub"", ""Cable TV"", ""Free street parking""]",Entire house,99.0,3,6,0.9934390377255331,548.8333333333334
55,288038,0.68,0.35833333333333334,35.0,-118.31394,34.04641,1.0,0.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in hostel,95.0,19,4,0.20812830326225623,35.0
56,288061,0.35,0.13333333333333333,40.0,-118.31229,34.04722,1.0,2.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in hostel,93.0,19,2,0.14707490431930018,40.0
57,288779,0.17,0.3416666666666667,35.0,-118.31198,34.04708,1.0,4.0,Shared room,"[""Heating"", ""Washer"", ""Wifi"", ""Long term stays allowed"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""Essentials"", ""TV"", ""Dryer"", ""Iron"", ""Cable TV""]",Shared room in house,89.0,19,4,0.20247858574813196,35.0
58,295630,0.12,0.025,158.75,-118.33267,34.08597,1.0,1.0,Entire home/apt,"[""Heating"", ""Hair dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Hot water"", ""Host greets you"", ""Kitchen"", ""Fire extinguisher"", ""TV"", ""Wifi"", ""Essentials"", ""Smoke alarm"", ""Cable TV"", ""Free street parking""]",Entire apartment,100.0,3,2,0.13486422453070895,158.75
59,295661,0.28,0.016666666666666666,695.0,-118.36884,34.08473,4.0,4.0,Entire home/apt,"[""Heating"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Long term stays allowed"", ""Hot water"", ""Indoor fireplace"", ""Host greets you"", ""Kitchen"", ""Fire extinguisher"", ""Free parking on premises"", ""TV"", ""Wifi"", ""Dryer"", ""Smoke alarm"", ""Cable TV"", ""Free street parking""]",Entire house,95.0,3,8,0.19956260251503555,173.75
60,296379,0.99,0.0,114.0,-118.35602,34.08663,1.0,1.0,Entire home/apt,"[""Hair dryer"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Shampoo"", ""Hot water"", ""Host greets you"", ""Hangers"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Smoke alarm"", ""Free street parking""]",Entire guesthouse,98.0,3,2,0.04574448696919993,114.0
61,300311,0.28,0.225,65.0,-118.31253,34.04759,1.0,1.0,Private room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Lock on bedroom door"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Private room in house,91.0,19,1,0.2231638418079096,65.0
62,300323,1.33,0.0,35.0,-118.31247,34.0463,1.0,4.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in house,95.0,19,4,0.04574448696919993,35.0
63,300329,0.09,0.24166666666666667,40.0,-118.31221,34.04646,1.0,2.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in house,92.0,19,2,0.18197557864042282,40.0
64,300371,0.43,0.48333333333333334,35.0,-118.31343,34.04703,1.0,4.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""Keypad"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in villa,93.0,19,12,0.24257335520320758,35.0
65,300407,0.41,0.31666666666666665,35.0,-118.31397,34.04572,1.0,0.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in house,92.0,19,4,0.19555312556952797,35.0
66,300476,1.3,0.6833333333333333,50.0,-118.46221,34.00029,1.0,1.0,Private room,"[""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""First aid kit"", ""Hangers"", ""Extra pillows and blankets"", ""Single level home"", ""Essentials"", ""Iron"", ""Heating"", ""Hair dryer"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Lock on bedroom door"", ""Dedicated workspace"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Cleaning before checkout"", ""Free street parking""]",Private room in house,91.0,1,2,0.3655913978494624,50.0
67,306438,0.2,0.26666666666666666,285.0,-118.388,34.07151,2.0,2.0,Entire home/apt,"[""Heating"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Wifi"", ""Long term stays allowed"", ""Hot water"", ""Host greets you"", ""Kitchen"", ""Fire extinguisher"", ""Free parking on premises"", ""Essentials"", ""TV"", ""Dryer"", ""Smoke alarm"", ""Cable TV"", ""Free street parking""]",Entire apartment,98.0,3,4,0.589119737561509,142.5
68,308582,0.13,0.0,35.0,-118.3134,34.04762,1.0,4.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in house,90.0,19,4,0.04574448696919993,35.0
69,308584,0.2,0.13333333333333333,35.0,-118.31347,34.04761,1.0,4.0,Shared room,"[""Barbecue utensils"", ""Stove"", ""Dryer"", ""Bed linens"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Hair dryer"", ""Garden or backyard"", ""Long term stays allowed"", ""Patio or balcony"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""BBQ grill"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Baking sheet"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Wifi"", ""Cable TV"", ""Free street parking""]",Shared room in house,93.0,19,4,0.14106068890103882,35.0
70,311176,0.79,0.09166666666666667,150.0,-118.33244,34.00918,2.0,2.0,Entire home/apt,"[""Stove"", ""Dryer"", ""Bed linens"", ""Lockbox"", ""Pocket wifi"", ""Luggage dropoff allowed"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Hangers"", ""Extra pillows and blankets"", ""Single level home"", ""Essentials"", ""Iron"", ""Oven"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""Dedicated workspace"", ""TV"", ""Coffee maker"", ""Free parking on premises"", ""Smoke alarm"", ""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Shampoo"", ""Indoor fireplace"", ""Dishes and silverware"", ""Dishwasher"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Private entrance"", ""Wifi"", ""Cleaning before checkout"", ""Free street parking""]",Entire house,90.0,1,4,0.217058501913614,75.0
